review_id,user_id,produk_id,review_date,star_rating,device,review_text
RVW00218,USR0192,PRD023,2025-11-02,3,android,Teacher explanations are clear and easy to follow
RVW00219,USR0155,PRD013,2024-02-01,5,web,Great content for exam preparation
RVW00220,USR0105,PRD007,2024-08-09,5,android,Perfect for self-study at home
RVW00221,USR0071,PRD009,2025-09-11,4,android,Competent and experienced instructors
RVW00222,USR0025,PRD008,2025-12-27,1,web,Need more practice questions
RVW00223,USR0017,PRD020,2025-04-23,5,android,Video quality needs improvement
RVW00224,USR0151,PRD014,2025-07-20,4,android,Progress tracking feature is very helpful
RVW00225,USR0122,PRD018,2023-04-29,4,web,Learning becomes more enjoyable with this platform
RVW00226,USR0211,PRD015,2023-12-23,4,android,Challenging and varied practice questions
RVW00227,USR0054,PRD018,2024-12-18,5,web,Progress tracking feature is very helpful
RVW00228,USR0009,PRD022,2025-12-31,5,android,Challenging and varied practice questions
RVW00229,USR0144,PRD012,2023-07-25,3,android,Learning becomes more enjoyable with this platform
RVW00230,USR0078,PRD010,2024-12-18,4,web,Great content for exam preparation
RVW00231,USR0040,PRD020,2025-10-10,3,web,Customer service is responsive
RVW00232,USR0111,PRD014,2025-06-29,1,web,Detailed solution explanations
RVW00233,USR0191,PRD016,2025-08-13,4,android,Perfect for self-study at home
RVW00234,USR0097,PRD020,2025-10-16,3,web,Subscription price is worth the quality
RVW00235,USR0055,PRD004,2025-07-28,4,ios,Progress tracking feature is very helpful
RVW00236,USR0141,PRD014,2025-07-14,5,web,Need student discussion features
RVW00237,USR0072,PRD011,2025-10-14,5,android,Competent and experienced instructors
RVW00238,USR0129,PRD018,2025-08-09,4,web,Challenging and varied practice questions
RVW00239,USR0194,PRD015,2025-10-21,5,web,Interactive and engaging video lessons
RVW00240,USR0237,PRD006,2025-08-16,4,android,Competent and experienced instructors
RVW00241,USR0196,PRD015,2025-01-11,5,ios,Progress tracking feature is very helpful
RVW00242,USR0149,PRD021,2025-03-18,5,web,Subscription price is worth the quality
RVW00243,USR0163,PRD001,2025-01-26,3,android,Need student discussion features
RVW00244,USR0129,PRD003,2025-10-16,4,web,Great content for exam preparation
RVW00245,USR0084,PRD020,2025-12-15,3,android,Challenging and varied practice questions
RVW00246,USR0176,PRD003,2025-04-27,1,android,Progress tracking feature is very helpful
RVW00247,USR0142,PRD017,2024-11-22,5,ios,Video quality needs improvement
RVW00248,USR0095,PRD024,2024-12-27,3,android,Subscription price is worth the quality
RVW00249,USR0083,PRD005,2024-11-20,2,ios,Subscription price is worth the quality
RVW00250,USR0148,PRD015,2024-12-18,4,android,Video quality needs improvement
RVW00251,USR0062,PRD006,2025-11-15,4,ios,Need student discussion features
RVW00252,USR0215,PRD011,2024-06-15,4,android,Excellent practice question features
RVW00253,USR0002,PRD024,2025-07-25,5,web,I recommend this to my friends
RVW00254,USR0121,PRD013,2025-05-31,5,web,Detailed solution explanations
RVW00255,USR0031,PRD023,2025-12-08,5,android,Great content for exam preparation
RVW00256,USR0113,PRD016,2023-05-15,4,web,Teacher explanations are clear and easy to follow
RVW00257,USR0094,PRD013,2025-12-23,4,web,Great for UTBK and national exam prep
RVW00258,USR0202,PRD004,2024-12-05,3,web,Customer service is responsive
RVW00259,USR0193,PRD004,2025-08-24,3,web,Competent and experienced instructors
RVW00260,USR0037,PRD008,2025-07-13,4,web,App can be slow sometimes but content quality is good
RVW00261,USR0085,PRD021,2025-11-26,2,android,Challenging and varied practice questions
RVW00262,USR0193,PRD008,2025-09-11,4,web,Video quality needs improvement
RVW00263,USR0085,PRD015,2025-11-28,4,web,Need student discussion features
RVW00264,USR0010,PRD025,2024-11-16,3,web,Great content for exam preparation
RVW00265,USR0057,PRD012,2025-07-03,5,web,Interactive and engaging video lessons
RVW00266,USR0146,PRD021,2025-12-27,4,web,Content follows the latest curriculum
RVW00267,USR0040,PRD024,2025-12-06,5,ios,Need student discussion features
RVW00268,USR0075,PRD013,2024-08-12,5,ios,Subscription price is worth the quality
RVW00269,USR0150,PRD010,2025-12-14,4,web,Learning becomes more enjoyable with this platform
RVW00270,USR0185,PRD017,2025-11-26,4,android,Interactive and engaging video lessons
RVW00271,USR0249,PRD012,2025-06-13,4,android,Competent and experienced instructors
RVW00272,USR0134,PRD012,2025-11-03,5,web,Interactive and engaging video lessons
RVW00273,USR0223,PRD017,2025-05-01,3,web,Great content for exam preparation
RVW00274,USR0172,PRD003,2024-08-27,3,ios,Need more practice questions
RVW00275,USR0039,PRD009,2025-10-12,5,ios,Subscription price is worth the quality
RVW00276,USR0092,PRD016,2025-10-18,4,android,Great content for exam preparation
RVW00277,USR0216,PRD024,2025-11-17,5,android,Subscription price is worth the quality
RVW00278,USR0094,PRD022,2025-11-23,4,ios,Competent and experienced instructors
RVW00279,USR0130,PRD003,2025-01-25,4,android,Detailed solution explanations
RVW00280,USR0224,PRD003,2025-04-18,4,android,Need more practice questions
RVW00281,USR0063,PRD009,2024-12-28,5,android,Need more practice questions
RVW00282,USR0059,PRD023,2025-09-13,4,ios,Need student discussion features
RVW00283,USR0069,PRD018,2024-08-10,3,ios,Excellent practice question features
RVW00284,USR0232,PRD005,2025-10-13,4,ios,Need more practice questions
RVW00285,USR0063,PRD019,2025-10-25,4,android,Teacher explanations are clear and easy to follow
RVW00286,USR0082,PRD021,2024-11-10,3,ios,Video quality needs improvement
RVW00287,USR0022,PRD016,2025-02-03,3,android,Subscription price is worth the quality
RVW00288,USR0154,PRD016,2024-07-19,4,android,Great for UTBK and national exam prep
RVW00289,USR0221,PRD004,2025-09-13,5,android,Subscription price is worth the quality
RVW00290,USR0151,PRD021,2025-07-09,5,ios,Modern and user-friendly interface
RVW00291,USR0194,PRD014,2025-11-30,4,android,Interactive and engaging video lessons
RVW00292,USR0085,PRD017,2025-10-03,4,android,Content follows the latest curriculum
RVW00293,USR0068,PRD018,2024-07-13,4,android,Detailed solution explanations
RVW00294,USR0129,PRD010,2025-11-12,4,ios,Challenging and varied practice questions
RVW00295,USR0002,PRD011,2025-11-24,4,ios,Interactive and engaging video lessons
RVW00296,USR0017,PRD025,2025-07-06,5,ios,Video quality needs improvement
RVW00297,USR0088,PRD021,2025-08-14,4,ios,Subscription price is worth the quality
RVW00298,USR0200,PRD004,2025-11-15,4,web,I recommend this to my friends
RVW00299,USR0079,PRD011,2025-11-20,3,web,Need student discussion features
RVW00300,USR0054,PRD019,2024-12-02,4,ios,Progress tracking feature is very helpful
RVW00301,USR0202,PRD006,2025-12-23,3,android,Interactive and engaging video lessons
RVW00302,USR0084,PRD017,2025-12-30,5,web,Modern and user-friendly interface
RVW00303,USR0059,PRD009,2025-05-10,5,web,Learning becomes more enjoyable with this platform
RVW00304,USR0038,PRD010,2025-09-21,5,android,Competent and experienced instructors
RVW00305,USR0116,PRD010,2025-11-11,4,web,Great content for exam preparation
RVW00306,USR0196,PRD013,2024-09-13,5,web,Perfect for self-study at home
RVW00307,USR0250,PRD015,2025-08-30,4,android,Subscription price is worth the quality
RVW00308,USR0054,PRD022,2025-03-16,4,web,Great content for exam preparation
RVW00309,USR0083,PRD014,2025-02-19,4,android,Subscription price is worth the quality
RVW00310,USR0205,PRD007,2025-12-29,4,web,App can be slow sometimes but content quality is good
RVW00311,USR0020,PRD008,2025-11-15,4,web,Customer service is responsive
RVW00312,USR0121,PRD002,2025-11-28,5,android,Challenging and varied practice questions
RVW00313,USR0064,PRD009,2025-03-21,4,ios,App can be slow sometimes but content quality is good
RVW00314,USR0015,PRD021,2025-11-11,4,web,Video quality needs improvement
RVW00315,USR0237,PRD010,2025-03-21,4,android,Excellent practice question features
RVW00316,USR0084,PRD025,2025-12-26,5,ios,Customer service is responsive
RVW00317,USR0077,PRD019,2024-12-28,4,web,Need more practice questions
RVW00318,USR0084,PRD019,2025-12-16,4,web,Great content for exam preparation
RVW00319,USR0036,PRD025,2025-12-15,2,android,Competent and experienced instructors
RVW00320,USR0246,PRD012,2025-11-29,5,ios,Interactive and engaging video lessons
RVW00321,USR0083,PRD015,2024-09-14,4,web,Subscription price is worth the quality
RVW00322,USR0174,PRD023,2024-03-05,4,android,Great content for exam preparation
RVW00323,USR0036,PRD004,2025-11-12,4,web,Challenging and varied practice questions
RVW00324,USR0205,PRD002,2025-12-06,2,android,Learning becomes more enjoyable with this platform
RVW00325,USR0005,PRD019,2025-08-06,5,android,Competent and experienced instructors
RVW00326,USR0203,PRD018,2025-03-25,4,web,Excellent practice question features
RVW00327,USR0189,PRD003,2025-11-30,3,android,App can be slow sometimes but content quality is good
RVW00328,USR0137,PRD006,2025-10-24,5,ios,Customer service is responsive
RVW00329,USR0237,PRD015,2025-12-02,5,ios,Excellent practice question features
RVW00330,USR0197,PRD022,2025-09-15,5,web,Video quality needs improvement
RVW00331,USR0228,PRD024,2023-12-20,5,ios,Interactive and engaging video lessons
RVW00332,USR0166,PRD019,2024-12-01,4,android,Great for UTBK and national exam prep
RVW00333,USR0228,PRD001,2024-09-01,4,ios,Need student discussion features
RVW00334,USR0213,PRD013,2024-11-04,1,web,Great for UTBK and national exam prep
RVW00335,USR0039,PRD009,2024-09-12,4,web,Detailed solution explanations
RVW00336,USR0118,PRD021,2025-11-13,3,android,Learning becomes more enjoyable with this platform
RVW00337,USR0229,PRD023,2025-11-15,3,ios,Subscription price is worth the quality
RVW00338,USR0079,PRD006,2024-11-05,1,android,Teacher explanations are clear and easy to follow
RVW00339,USR0200,PRD005,2025-07-24,4,ios,Competent and experienced instructors
RVW00340,USR0223,PRD011,2025-12-16,4,ios,Subscription price is worth the quality
RVW00341,USR0078,PRD006,2025-04-09,5,ios,Subscription price is worth the quality
RVW00342,USR0198,PRD012,2025-10-02,3,web,App can be slow sometimes but content quality is good
RVW00343,USR0214,PRD013,2025-06-07,4,android,Subscription price is worth the quality
RVW00344,USR0098,PRD002,2025-10-11,4,ios,Subscription price is worth the quality
RVW00345,USR0198,PRD013,2025-12-13,5,ios,Interactive and engaging video lessons
RVW00346,USR0130,PRD019,2025-09-14,4,ios,Subscription price is worth the quality
RVW00347,USR0031,PRD016,2025-12-06,4,web,Great for UTBK and national exam prep
RVW00348,USR0049,PRD007,2025-12-24,5,web,Challenging and varied practice questions
RVW00349,USR0066,PRD017,2024-10-12,5,ios,Great content for exam preparation
RVW00350,USR0098,PRD014,2025-09-17,5,ios,Learning becomes more enjoyable with this platform
RVW00351,USR0093,PRD010,2025-12-12,2,android,Content follows the latest curriculum
RVW00352,USR0059,PRD023,2024-10-24,5,web,Challenging and varied practice questions
RVW00353,USR0005,PRD009,2025-04-12,2,ios,Interactive and engaging video lessons
RVW00354,USR0145,PRD001,2024-09-21,4,ios,Challenging and varied practice questions
RVW00355,USR0196,PRD002,2024-09-19,4,ios,Content follows the latest curriculum
